iter	Accuracy	MultiClass	Accuracy:use_weights=true	Accuracy:use_weights=false	Precision:use_weights=true;class=0	Precision:use_weights=true;class=1	Precision:use_weights=true;class=2	Precision:use_weights=true;class=3	Precision:use_weights=false;class=0	Precision:use_weights=false;class=1	Precision:use_weights=false;class=2	Precision:use_weights=false;class=3	Recall:use_weights=true;class=0	Recall:use_weights=true;class=1	Recall:use_weights=true;class=2	Recall:use_weights=true;class=3	Recall:use_weights=false;class=0	Recall:use_weights=false;class=1	Recall:use_weights=false;class=2	Recall:use_weights=false;class=3	TotalF1:use_weights=true	TotalF1:use_weights=false
1234	0.9216669907	0.3454394443	0.9216669907	0.9239730227	0.9212120122	0.9327745969	0.9191996184	0.9194005752	0.9147058824	0.8796992481	0.916	0.943768997	0.8936781609	0.9140625	0.936605317	0.9324324324	0.8936781609	0.9140625	0.936605317	0.9324324324	0.9215913405	0.9239933361
1235	0.9216669907	0.3453509105	0.9216669907	0.9239730227	0.9212120122	0.9327745969	0.9191996184	0.9194005752	0.9147058824	0.8796992481	0.916	0.943768997	0.8936781609	0.9140625	0.936605317	0.9324324324	0.8936781609	0.9140625	0.936605317	0.9324324324	0.9215913405	0.9239933361
1236	0.9216669907	0.3453131716	0.9216669907	0.9239730227	0.9212120122	0.9327745969	0.9191996184	0.9194005752	0.9147058824	0.8796992481	0.916	0.943768997	0.8936781609	0.9140625	0.936605317	0.9324324324	0.8936781609	0.9140625	0.936605317	0.9324324324	0.9215913405	0.9239933361
1237	0.9216669907	0.3452479863	0.9216669907	0.9239730227	0.9212120122	0.9327745969	0.9191996184	0.9194005752	0.9147058824	0.8796992481	0.916	0.943768997	0.8936781609	0.9140625	0.936605317	0.9324324324	0.8936781609	0.9140625	0.936605317	0.9324324324	0.9215913405	0.9239933361
1238	0.9216669907	0.3451983346	0.9216669907	0.9239730227	0.9212120122	0.9327745969	0.9191996184	0.9194005752	0.9147058824	0.8796992481	0.916	0.943768997	0.8936781609	0.9140625	0.936605317	0.9324324324	0.8936781609	0.9140625	0.936605317	0.9324324324	0.9215913405	0.9239933361
1239	0.9216669907	0.3451438406	0.9216669907	0.9239730227	0.9212120122	0.9327745969	0.9191996184	0.9194005752	0.9147058824	0.8796992481	0.916	0.943768997	0.8936781609	0.9140625	0.936605317	0.9324324324	0.8936781609	0.9140625	0.936605317	0.9324324324	0.9215913405	0.9239933361
1240	0.9216669907	0.3449301312	0.9216669907	0.9239730227	0.9212120122	0.9327745969	0.9191996184	0.9194005752	0.9147058824	0.8796992481	0.916	0.943768997	0.8936781609	0.9140625	0.936605317	0.9324324324	0.8936781609	0.9140625	0.936605317	0.9324324324	0.9215913405	0.9239933361
1241	0.9222475821	0.3445707148	0.9222475821	0.9245861435	0.9235197186	0.9327745969	0.9193614588	0.9194005752	0.9174041298	0.8796992481	0.9161676647	0.943768997	0.8936781609	0.9140625	0.9386503067	0.9324324324	0.8936781609	0.9140625	0.9386503067	0.9324324324	0.9221670501	0.924599317
1242	0.9222475821	0.3444841002	0.9222475821	0.9245861435	0.9235197186	0.9327745969	0.9193614588	0.9194005752	0.9174041298	0.8796992481	0.9161676647	0.943768997	0.8936781609	0.9140625	0.9386503067	0.9324324324	0.8936781609	0.9140625	0.9386503067	0.9324324324	0.9221670501	0.924599317
1243	0.9222475821	0.3439910208	0.9222475821	0.9245861435	0.9235197186	0.9327745969	0.9193614588	0.9194005752	0.9174041298	0.8796992481	0.9161676647	0.943768997	0.8936781609	0.9140625	0.9386503067	0.9324324324	0.8936781609	0.9140625	0.9386503067	0.9324324324	0.9221670501	0.924599317
1244	0.9233256676	0.3438967705	0.9233256676	0.925812385	0.9278356508	0.9327745969	0.9195226522	0.9195197276	0.9228486647	0.8796992481	0.9163346614	0.9438543247	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.9232383773	0.9258151504
1245	0.9233256676	0.3438656417	0.9233256676	0.925812385	0.9278356508	0.9327745969	0.9195226522	0.9195197276	0.9228486647	0.8796992481	0.9163346614	0.9438543247	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.9232383773	0.9258151504
1246	0.9233256676	0.3437131497	0.9233256676	0.925812385	0.9278356508	0.9327745969	0.9195226522	0.9195197276	0.9228486647	0.8796992481	0.9163346614	0.9438543247	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.9232383773	0.9258151504
1247	0.9233256676	0.3436769239	0.9233256676	0.925812385	0.9278356508	0.9327745969	0.9195226522	0.9195197276	0.9228486647	0.8796992481	0.9163346614	0.9438543247	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.9232383773	0.9258151504
1248	0.9233256676	0.3435912313	0.9233256676	0.925812385	0.9278356508	0.9327745969	0.9195226522	0.9195197276	0.9228486647	0.8796992481	0.9163346614	0.9438543247	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.8936781609	0.9140625	0.9406952965	0.9339339339	0.9232383773	0.9258151504
1249	0.9247021335	0.3435025611	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1250	0.9247021335	0.3434553658	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1251	0.9247021335	0.3433721465	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1252	0.9247021335	0.3432841141	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1253	0.9247021335	0.3432394583	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1254	0.9247021335	0.343146487	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1255	0.9247021335	0.3430757905	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1256	0.9247021335	0.3430363851	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1257	0.9247021335	0.3429293683	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1258	0.9247021335	0.3428604604	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1259	0.9247021335	0.3428173571	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1260	0.9247021335	0.3426751147	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1261	0.9247021335	0.3426030387	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1262	0.9247021335	0.3425092185	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1263	0.9247021335	0.342404651	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1264	0.9247021335	0.3422950557	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1265	0.9247021335	0.3420657729	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1266	0.9247021335	0.3420012489	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1267	0.9247021335	0.3419317317	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1268	0.9247021335	0.3418837145	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1269	0.9247021335	0.3416493497	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1270	0.9247021335	0.3415852762	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1271	0.9251996276	0.3415026261	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1272	0.9251996276	0.3412513304	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1273	0.9251996276	0.3412231184	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1274	0.9251996276	0.3411030805	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1275	0.9251996276	0.3410102338	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1276	0.9251996276	0.3409453642	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1277	0.9247021335	0.3407139282	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1278	0.9247021335	0.3406783073	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1279	0.9247021335	0.3406009105	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1280	0.9247021335	0.340512173	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1281	0.9247021335	0.3404404425	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1282	0.9247021335	0.3403521718	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1283	0.9247021335	0.3402793664	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1284	0.9247021335	0.3402039562	0.9247021335	0.9270386266	0.9282636863	0.9327745969	0.9195226522	0.9232962253	0.9233038348	0.8796992481	0.9163346614	0.9467275495	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.8994252874	0.9140625	0.9406952965	0.9339339339	0.924634195	0.9270729866
1285	0.9251996276	0.3400601906	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1286	0.9251996276	0.3399946177	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1287	0.9251996276	0.3398530479	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1288	0.9251996276	0.3397800214	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1289	0.9251996276	0.3397109252	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1290	0.9251996276	0.3396715252	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1291	0.9251996276	0.3395751212	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1292	0.9251996276	0.3395235801	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1293	0.9251996276	0.339312768	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1294	0.9251996276	0.3392434158	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1295	0.9251996276	0.3391879092	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1296	0.9251996276	0.3391363823	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1297	0.9251996276	0.3390726934	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1298	0.9251996276	0.3389374282	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1299	0.9251996276	0.3388877206	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1300	0.9251996276	0.3388348412	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1301	0.9251996276	0.338747793	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1302	0.9251996276	0.3386814432	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1303	0.9251996276	0.3386211226	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1304	0.9251996276	0.3385515303	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1305	0.9251996276	0.338242326	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1306	0.9251996276	0.3381916773	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1307	0.9251996276	0.3380919152	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1308	0.9251996276	0.3380134263	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1309	0.9251996276	0.3378819412	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1310	0.9251996276	0.3378099933	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1311	0.9251996276	0.3377603734	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1312	0.9251996276	0.3377106094	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1313	0.9251996276	0.3376347399	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1314	0.9251996276	0.337515365	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1315	0.9251996276	0.3373621664	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1316	0.9251996276	0.3373182229	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1317	0.9251996276	0.3372765059	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1318	0.9251996276	0.3372003743	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1319	0.9251996276	0.337131273	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1320	0.9251996276	0.3369541201	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1321	0.9251996276	0.3369031737	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
1322	0.9251996276	0.3368698384	0.9251996276	0.9276517474	0.9302579515	0.9327745969	0.9195226522	0.9234099155	0.926035503	0.8796992481	0.9163346614	0.9468085106	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.8994252874	0.9140625	0.9406952965	0.9354354354	0.9251300715	0.9276832278
