iter	Accuracy	MultiClass	Accuracy:use_weights=true	Accuracy:use_weights=false	Precision:use_weights=true;class=0	Precision:use_weights=true;class=1	Precision:use_weights=true;class=2	Precision:use_weights=true;class=3	Precision:use_weights=false;class=0	Precision:use_weights=false;class=1	Precision:use_weights=false;class=2	Precision:use_weights=false;class=3	Recall:use_weights=true;class=0	Recall:use_weights=true;class=1	Recall:use_weights=true;class=2	Recall:use_weights=true;class=3	Recall:use_weights=false;class=0	Recall:use_weights=false;class=1	Recall:use_weights=false;class=2	Recall:use_weights=false;class=3	TotalF1:use_weights=true	TotalF1:use_weights=false
89	0.8004929612	0.6433538599	0.8004929612	0.8246474555	0.7147334081	0.9089306941	0.8309380573	0.8183963065	0.72319202	0.835443038	0.8432989691	0.8708708709	0.8333333333	0.515625	0.836400818	0.8708708709	0.8333333333	0.515625	0.836400818	0.8708708709	0.7961392575	0.8226745344
90	0.8027625651	0.6424991619	0.8027625651	0.8258736971	0.7147334081	0.9113718117	0.8309380573	0.8236986288	0.72319202	0.8395061728	0.8432989691	0.8734939759	0.8333333333	0.53125	0.836400818	0.8708708709	0.8333333333	0.53125	0.836400818	0.8708708709	0.7989943713	0.8242323873
91	0.8045856	0.6410768064	0.8045856	0.8270999387	0.7183467768	0.9125439438	0.8309380573	0.8253201039	0.7256857855	0.8414634146	0.8432989691	0.874811463	0.8362068966	0.5390625	0.836400818	0.8708708709	0.8362068966	0.5390625	0.836400818	0.8708708709	0.8010206549	0.8255743452
92	0.8045856	0.640640895	0.8045856	0.8270999387	0.7183467768	0.9125439438	0.8309380573	0.8253201039	0.7256857855	0.8414634146	0.8432989691	0.874811463	0.8362068966	0.5390625	0.836400818	0.8708708709	0.8362068966	0.5390625	0.836400818	0.8708708709	0.8010206549	0.8255743452
93	0.8023159961	0.638806493	0.8023159961	0.8258736971	0.7176270225	0.8941918893	0.8294940282	0.8253201039	0.7293233083	0.8072289157	0.841563786	0.874811463	0.8362068966	0.5234375	0.836400818	0.8708708709	0.8362068966	0.5234375	0.836400818	0.8708708709	0.7981833882	0.8240278027
94	0.8051661914	0.6377997012	0.8051661914	0.8277130595	0.725031628	0.8969427245	0.8331350386	0.8226499173	0.7348484848	0.8117647059	0.8436213992	0.8734939759	0.8362068966	0.5390625	0.8384458078	0.8708708709	0.8362068966	0.5390625	0.8384458078	0.8708708709	0.8014465266	0.8260509521
95	0.8028965875	0.6352656715	0.8028965875	0.8264868179	0.7191230659	0.8941918893	0.8331350386	0.8226499173	0.7311557789	0.8072289157	0.8436213992	0.8734939759	0.8362068966	0.5234375	0.8384458078	0.8708708709	0.8362068966	0.5234375	0.8384458078	0.8708708709	0.7987323837	0.8245976683
96	0.8051925723	0.6328611804	0.8051925723	0.8283261803	0.7294115154	0.8904441251	0.8338104451	0.8199969529	0.7404580153	0.8	0.8442622951	0.8721804511	0.8362068966	0.53125	0.8425357873	0.8708708709	0.8362068966	0.53125	0.8425357873	0.8708708709	0.8011007888	0.8264335355
97	0.8051925723	0.6322922281	0.8051925723	0.8283261803	0.7294115154	0.8904441251	0.8338104451	0.8199969529	0.7404580153	0.8	0.8442622951	0.8721804511	0.8362068966	0.53125	0.8425357873	0.8708708709	0.8362068966	0.53125	0.8425357873	0.8708708709	0.8011007888	0.8264335355
98	0.8051925723	0.6320122871	0.8051925723	0.8283261803	0.7294115154	0.8904441251	0.8338104451	0.8199969529	0.7404580153	0.8	0.8442622951	0.8721804511	0.8362068966	0.53125	0.8425357873	0.8708708709	0.8362068966	0.53125	0.8425357873	0.8708708709	0.8011007888	0.8264335355
99	0.8068815848	0.6312107324	0.8068815848	0.828939301	0.733926221	0.8932401166	0.8334734267	0.8199969529	0.7423469388	0.8045977011	0.8439425051	0.8721804511	0.8362068966	0.546875	0.8404907975	0.8708708709	0.8362068966	0.546875	0.8404907975	0.8708708709	0.8032587334	0.8272986574
100	0.8091370224	0.6302965956	0.8091370224	0.8307786634	0.7365836528	0.8932401166	0.8320276374	0.8262150117	0.7449494949	0.8045977011	0.8422131148	0.8772727273	0.8477011494	0.546875	0.8404907975	0.8693693694	0.8477011494	0.546875	0.8404907975	0.8693693694	0.8054638759	0.8291582858
101	0.8090293809	0.6287956275	0.8090293809	0.8307786634	0.7374815834	0.8932401166	0.8323669933	0.8245872208	0.7461928934	0.8045977011	0.8425357873	0.8759455371	0.8448275862	0.546875	0.8425357873	0.8693693694	0.8448275862	0.546875	0.8425357873	0.8693693694	0.805340422	0.8291257111
102	0.8090293809	0.6282107532	0.8090293809	0.8307786634	0.7374815834	0.8932401166	0.8323669933	0.8245872208	0.7461928934	0.8045977011	0.8425357873	0.8759455371	0.8448275862	0.546875	0.8425357873	0.8693693694	0.8448275862	0.546875	0.8425357873	0.8693693694	0.805340422	0.8291257111
103	0.8090293809	0.6276893593	0.8090293809	0.8307786634	0.7374815834	0.8932401166	0.8323669933	0.8245872208	0.7461928934	0.8045977011	0.8425357873	0.8759455371	0.8448275862	0.546875	0.8425357873	0.8693693694	0.8448275862	0.546875	0.8425357873	0.8693693694	0.805340422	0.8291257111
104	0.8090293809	0.6269592293	0.8090293809	0.8307786634	0.7374815834	0.8932401166	0.8323669933	0.8245872208	0.7461928934	0.8045977011	0.8425357873	0.8759455371	0.8448275862	0.546875	0.8425357873	0.8693693694	0.8448275862	0.546875	0.8425357873	0.8693693694	0.805340422	0.8291257111
105	0.8090293809	0.6256347408	0.8090293809	0.8307786634	0.7374815834	0.8932401166	0.8323669933	0.8245872208	0.7461928934	0.8045977011	0.8425357873	0.8759455371	0.8448275862	0.546875	0.8425357873	0.8693693694	0.8448275862	0.546875	0.8425357873	0.8693693694	0.805340422	0.8291257111
106	0.8130407591	0.6246986483	0.8130407591	0.8338442673	0.7452955731	0.8958969459	0.8366608008	0.8245872208	0.7538461538	0.808988764	0.8452138493	0.8759455371	0.8448275862	0.5625	0.8486707566	0.8693693694	0.8448275862	0.5625	0.8486707566	0.8693693694	0.8097218211	0.8323378656
107	0.8130407591	0.6226784298	0.8130407591	0.8338442673	0.7452955731	0.8958969459	0.8346660947	0.8262150117	0.7538461538	0.808988764	0.843495935	0.8772727273	0.8448275862	0.5625	0.8486707566	0.8693693694	0.8448275862	0.5625	0.8486707566	0.8693693694	0.8097181157	0.8323477506
108	0.8130407591	0.622410791	0.8130407591	0.8338442673	0.7452955731	0.8958969459	0.8346660947	0.8262150117	0.7538461538	0.808988764	0.843495935	0.8772727273	0.8448275862	0.5625	0.8486707566	0.8693693694	0.8448275862	0.5625	0.8486707566	0.8693693694	0.8097181157	0.8323477506
109	0.8130653032	0.6209925426	0.8130653032	0.8338442673	0.7459396209	0.8958969459	0.8374520918	0.8237230318	0.7544757033	0.808988764	0.8463114754	0.874811463	0.8477011494	0.5625	0.8445807771	0.8708708709	0.8477011494	0.5625	0.8445807771	0.8708708709	0.809734977	0.8323157461
110	0.8136458947	0.6207024058	0.8136458947	0.8344573881	0.7475342068	0.8958969459	0.8377810279	0.8237230318	0.7564102564	0.808988764	0.8466257669	0.874811463	0.8477011494	0.5625	0.8466257669	0.8708708709	0.8477011494	0.5625	0.8466257669	0.8708708709	0.8102855678	0.8329005085
111	0.8130653032	0.61885793	0.8130653032	0.8338442673	0.7459396209	0.8958969459	0.8374520918	0.8237230318	0.7544757033	0.808988764	0.8463114754	0.874811463	0.8477011494	0.5625	0.8445807771	0.8708708709	0.8477011494	0.5625	0.8445807771	0.8708708709	0.809734977	0.8323157461
112	0.8152781907	0.6164462631	0.8152781907	0.8356836297	0.7506706912	0.8905385978	0.8412577772	0.8239730274	0.7583547558	0.8021978022	0.8501026694	0.875	0.8477011494	0.5703125	0.8466257669	0.8723723724	0.8477011494	0.5703125	0.8466257669	0.8723723724	0.8121009354	0.8342392716
113	0.8152781907	0.6157272686	0.8152781907	0.8356836297	0.7506706912	0.8905385978	0.8412577772	0.8239730274	0.7583547558	0.8021978022	0.8501026694	0.875	0.8477011494	0.5703125	0.8466257669	0.8723723724	0.8477011494	0.5703125	0.8466257669	0.8723723724	0.8121009354	0.8342392716
114	0.8152781907	0.6154491415	0.8152781907	0.8356836297	0.7506706912	0.8905385978	0.8412577772	0.8239730274	0.7583547558	0.8021978022	0.8501026694	0.875	0.8477011494	0.5703125	0.8466257669	0.8723723724	0.8477011494	0.5703125	0.8466257669	0.8723723724	0.8121009354	0.8342392716
115	0.8164639178	0.6147991474	0.8164639178	0.8369098712	0.7526845216	0.8971763815	0.8412577772	0.824222315	0.7609254499	0.8111111111	0.8501026694	0.8751879699	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8132467182	0.8354038255
116	0.8171521507	0.6137016637	0.8171521507	0.837522992	0.7533118134	0.8971763815	0.8412577772	0.8258402644	0.7615384615	0.8111111111	0.8501026694	0.8765060241	0.8534482759	0.5703125	0.8466257669	0.8738738739	0.8534482759	0.5703125	0.8466257669	0.8738738739	0.8139180331	0.8360183202
117	0.8164639178	0.6132373323	0.8164639178	0.8369098712	0.7526845216	0.8905385978	0.8412577772	0.8258402644	0.7609254499	0.8021978022	0.8501026694	0.8765060241	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8132378213	0.8354323267
118	0.8176251006	0.6116233388	0.8176251006	0.8381361128	0.7526845216	0.8905385978	0.8419003018	0.8285845073	0.7609254499	0.8021978022	0.8507157464	0.8791540785	0.8505747126	0.5703125	0.8507157464	0.8738738739	0.8505747126	0.5703125	0.8507157464	0.8738738739	0.814385438	0.8366766329
119	0.8176251006	0.610145619	0.8176251006	0.8381361128	0.7526845216	0.8905385978	0.8419003018	0.8285845073	0.7609254499	0.8021978022	0.8507157464	0.8791540785	0.8505747126	0.5703125	0.8507157464	0.8738738739	0.8505747126	0.5703125	0.8507157464	0.8738738739	0.814385438	0.8366766329
120	0.8164639178	0.6094510457	0.8164639178	0.8369098712	0.7526845216	0.8905385978	0.8412577772	0.8258402644	0.7609254499	0.8021978022	0.8501026694	0.8765060241	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8132378213	0.8354323267
121	0.8164639178	0.6090750792	0.8164639178	0.8369098712	0.7526845216	0.8905385978	0.8412577772	0.8258402644	0.7609254499	0.8021978022	0.8501026694	0.8765060241	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8132378213	0.8354323267
122	0.8164639178	0.6085680483	0.8164639178	0.8369098712	0.7526845216	0.8905385978	0.8412577772	0.8258402644	0.7609254499	0.8021978022	0.8501026694	0.8765060241	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8505747126	0.5703125	0.8466257669	0.8738738739	0.8132378213	0.8354323267
123	0.8170445092	0.6076716847	0.8170445092	0.837522992	0.7543026093	0.8905385978	0.841579691	0.8258402644	0.7628865979	0.8021978022	0.8504098361	0.8765060241	0.8505747126	0.5703125	0.8486707566	0.8738738739	0.8505747126	0.5703125	0.8486707566	0.8738738739	0.8137899491	0.8360185987
124	0.8168537704	0.6070559131	0.8168537704	0.837522992	0.7536748942	0.8839983124	0.8430446148	0.8260870416	0.7622739018	0.7934782609	0.8521560575	0.8766917293	0.8477011494	0.5703125	0.8486707566	0.8753753754	0.8477011494	0.5703125	0.8486707566	0.8753753754	0.813597717	0.8360397423
125	0.8179885723	0.6063741629	0.8179885723	0.8381361128	0.7568632301	0.8853862353	0.8430446148	0.8260870416	0.7642487047	0.7956989247	0.8521560575	0.8766917293	0.8477011494	0.578125	0.8486707566	0.8753753754	0.8477011494	0.578125	0.8486707566	0.8753753754	0.8149218966	0.8367476418
126	0.8209727901	0.6044116645	0.8209727901	0.840588596	0.7606952341	0.8867413388	0.8436797231	0.8304614907	0.7668393782	0.7978723404	0.8527607362	0.8806646526	0.8505747126	0.5859375	0.8527607362	0.8753753754	0.8505747126	0.5859375	0.8527607362	0.8753753754	0.8180607929	0.8393122378
127	0.8186768053	0.6029744813	0.8186768053	0.8387492336	0.7574854347	0.8853862353	0.846405319	0.8250376643	0.7648578811	0.7956989247	0.853909465	0.8766917293	0.8505747126	0.578125	0.8486707566	0.8753753754	0.8505747126	0.578125	0.8486707566	0.8753753754	0.815606142	0.8373563913
128	0.8198116072	0.6025597916	0.8198116072	0.8393623544	0.7606952341	0.8867413388	0.846405319	0.8250376643	0.7668393782	0.7978723404	0.853909465	0.8766917293	0.8505747126	0.5859375	0.8486707566	0.8753753754	0.8505747126	0.5859375	0.8486707566	0.8753753754	0.8169240837	0.8380608065
129	0.8198116072	0.6015622868	0.8198116072	0.8393623544	0.760931345	0.8867413388	0.8478871055	0.823677332	0.7668393782	0.7978723404	0.8556701031	0.8753753754	0.8505747126	0.5859375	0.8486707566	0.8753753754	0.8505747126	0.5859375	0.8486707566	0.8753753754	0.8169272294	0.8380542906
130	0.8209464091	0.6008708454	0.8209464091	0.8399754752	0.760931345	0.8880647734	0.8478871055	0.826340384	0.7668393782	0.8	0.8556701031	0.8766917293	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182752332	0.8387889115
131	0.8198116072	0.6002392302	0.8198116072	0.8393623544	0.760931345	0.8867413388	0.8478871055	0.823677332	0.7668393782	0.7978723404	0.8556701031	0.8753753754	0.8505747126	0.5859375	0.8486707566	0.8753753754	0.8505747126	0.5859375	0.8486707566	0.8753753754	0.8169272294	0.8380542906
132	0.8209464091	0.5997379543	0.8209464091	0.8399754752	0.760931345	0.8880647734	0.8478871055	0.826340384	0.7668393782	0.8	0.8556701031	0.8766917293	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182752332	0.8387889115
133	0.8209464091	0.5994801658	0.8209464091	0.8399754752	0.760931345	0.8880647734	0.8478871055	0.826340384	0.7668393782	0.8	0.8556701031	0.8766917293	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182752332	0.8387889115
134	0.8209464091	0.5981976574	0.8209464091	0.8399754752	0.762347985	0.8880647734	0.846405319	0.826340384	0.7688311688	0.8	0.853909465	0.8766917293	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182533874	0.8387616428
135	0.8209464091	0.5972406173	0.8209464091	0.8399754752	0.762347985	0.8880647734	0.846405319	0.826340384	0.7688311688	0.8	0.853909465	0.8766917293	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182533874	0.8387616428
136	0.8209464091	0.5963128241	0.8209464091	0.8399754752	0.762347985	0.8880647734	0.846405319	0.826340384	0.7688311688	0.8	0.853909465	0.8766917293	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182533874	0.8387616428
137	0.8220812111	0.5954720098	0.8220812111	0.840588596	0.762347985	0.8893576364	0.846405319	0.8290207119	0.7688311688	0.8020833333	0.853909465	0.8780120482	0.8505747126	0.6015625	0.8486707566	0.8753753754	0.8505747126	0.6015625	0.8486707566	0.8753753754	0.8195947445	0.8394925063
138	0.8209464091	0.5940514618	0.8209464091	0.8399754752	0.760931345	0.8880647734	0.8512866066	0.823677332	0.7668393782	0.8	0.8574380165	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182895888	0.8387829342
139	0.8209464091	0.5937329515	0.8209464091	0.8399754752	0.762347985	0.8880647734	0.8497929246	0.823677332	0.7688311688	0.8	0.8556701031	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182668989	0.8387551269
140	0.8209464091	0.5932197216	0.8209464091	0.8399754752	0.760931345	0.8880647734	0.8512866066	0.823677332	0.7668393782	0.8	0.8574380165	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182895888	0.8387829342
141	0.8220812111	0.5921763891	0.8220812111	0.840588596	0.760931345	0.8893576364	0.8512866066	0.826340384	0.7668393782	0.8020833333	0.8574380165	0.8766917293	0.8505747126	0.6015625	0.8486707566	0.8753753754	0.8505747126	0.6015625	0.8486707566	0.8753753754	0.8196293877	0.8395133939
142	0.8209464091	0.5915552671	0.8209464091	0.8399754752	0.762347985	0.8880647734	0.8497929246	0.823677332	0.7688311688	0.8	0.8556701031	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182668989	0.8387551269
143	0.8209464091	0.5907110789	0.8209464091	0.8399754752	0.762347985	0.8880647734	0.8497929246	0.823677332	0.7688311688	0.8	0.8556701031	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8505747126	0.59375	0.8486707566	0.8753753754	0.8182668989	0.8387551269
144	0.8213929781	0.5897958629	0.8213929781	0.8399754752	0.7649913687	0.8893576364	0.8477351868	0.823677332	0.7702349869	0.8020833333	0.853909465	0.8753753754	0.8477011494	0.6015625	0.8486707566	0.8753753754	0.8477011494	0.6015625	0.8486707566	0.8753753754	0.8188893053	0.8388426953
145	0.8213929781	0.5889739746	0.8213929781	0.8399754752	0.7635600701	0.8893576364	0.8492216374	0.823677332	0.7682291667	0.8020833333	0.8556701031	0.8753753754	0.8477011494	0.6015625	0.8486707566	0.8753753754	0.8477011494	0.6015625	0.8486707566	0.8753753754	0.8189107597	0.838869476
146	0.823216013	0.5878751376	0.823216013	0.8412017167	0.7655992147	0.890620975	0.8497929246	0.826340384	0.7708333333	0.8041237113	0.8556701031	0.8766917293	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8209029374	0.8401787972
147	0.823216013	0.5868042485	0.823216013	0.8412017167	0.7641704769	0.890620975	0.8512866066	0.826340384	0.7688311688	0.8041237113	0.8574380165	0.8766917293	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8209247789	0.8402059631
148	0.823216013	0.5862256476	0.823216013	0.8412017167	0.7655992147	0.890620975	0.8497929246	0.826340384	0.7708333333	0.8041237113	0.8556701031	0.8766917293	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8209029374	0.8401787972
149	0.823216013	0.5860281321	0.823216013	0.8412017167	0.7655992147	0.890620975	0.8497929246	0.826340384	0.7708333333	0.8041237113	0.8556701031	0.8766917293	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8209029374	0.8401787972
150	0.823216013	0.5856016714	0.823216013	0.8412017167	0.7655992147	0.890620975	0.8497929246	0.826340384	0.7708333333	0.8041237113	0.8556701031	0.8766917293	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8209029374	0.8401787972
151	0.823216013	0.5852192298	0.823216013	0.8412017167	0.7641704769	0.890620975	0.8512866066	0.826340384	0.7688311688	0.8041237113	0.8574380165	0.8766917293	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8209247789	0.8402059631
152	0.823216013	0.5849648767	0.823216013	0.8412017167	0.7641704769	0.890620975	0.8512866066	0.826340384	0.7688311688	0.8041237113	0.8574380165	0.8766917293	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8505747126	0.609375	0.8486707566	0.8753753754	0.8209247789	0.8402059631
153	0.8225277801	0.5838226111	0.8225277801	0.840588596	0.7649913687	0.890620975	0.8497929246	0.8247232495	0.7702349869	0.8041237113	0.8556701031	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8202292518	0.8395625333
154	0.8225277801	0.5836658682	0.8225277801	0.840588596	0.7649913687	0.890620975	0.8497929246	0.8247232495	0.7702349869	0.8041237113	0.8556701031	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8202292518	0.8395625333
155	0.8225277801	0.5833469297	0.8225277801	0.840588596	0.7649913687	0.890620975	0.8497929246	0.8247232495	0.7702349869	0.8041237113	0.8556701031	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8202292518	0.8395625333
156	0.8225277801	0.5827455829	0.8225277801	0.840588596	0.7649913687	0.890620975	0.8497929246	0.8247232495	0.7702349869	0.8041237113	0.8556701031	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8202292518	0.8395625333
157	0.8225277801	0.5817937955	0.8225277801	0.840588596	0.7649913687	0.890620975	0.8497929246	0.8247232495	0.7702349869	0.8041237113	0.8556701031	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8202292518	0.8395625333
158	0.8225277801	0.5814627868	0.8225277801	0.840588596	0.7649913687	0.890620975	0.8497929246	0.8247232495	0.7702349869	0.8041237113	0.8556701031	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8202292518	0.8395625333
159	0.8225277801	0.5810292054	0.8225277801	0.840588596	0.7649913687	0.890620975	0.8497929246	0.8247232495	0.7702349869	0.8041237113	0.8556701031	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8477011494	0.609375	0.8486707566	0.8753753754	0.8202292518	0.8395625333
